course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
550,"Regression - Real World Case Studies (Project-Based, DataCamp)",Machine Learning,regression real world case studies machine learning,Intermediate,30,3.6,Prof. J. Mehta,"Learn Regression through a real world case studies focused course, covering key concepts in Machine Learning.",26576,499,English,"trending, job-ready",[1827]
551,"Statistics - Applied Techniques (Self-Paced, Pluralsight)",Statistics & Math,statistics applied techniques statistics & math,Advanced,30,3.9,Ms. K. Verma,"Learn Statistics through a applied techniques focused course, covering key concepts in Statistics & Math.",39465,2999,French,"beginner-friendly, job-ready, mentor-support, project-based","[379, 2021]"
552,"Google Cloud - Production Deployment (Project-Based, DataCamp)",Cloud & DevOps,google cloud production deployment cloud & devops,Advanced,20,4.5,Dr. A. Sharma,"Learn Google Cloud through a production deployment focused course, covering key concepts in Cloud & DevOps.",17656,0,French,"industry-recognized, certificate, project-based","[42, 486]"
553,"Statistics - Practical Examples (Crash Course, Udemy)",Statistics & Math,statistics practical examples statistics & math,Beginner,30,4.1,Prof. M. Khan,"Learn Statistics through a practical examples focused course, covering key concepts in Statistics & Math.",28143,0,Spanish,"industry-recognized, beginner-friendly, job-ready, trending",[]
554,"Speech Recognition - Hands-on Project (Self-Paced, Pluralsight)",AI Specialized,speech recognition hands on project ai specialized,Advanced,25,4.3,Prof. M. Khan,"Learn Speech Recognition through a hands-on project focused course, covering key concepts in AI Specialized.",47523,2999,English + Hindi Subtitles,"job-ready, mentor-support",[1849]
555,"Go - Best Practices (Live Cohort, edX)",Programming,go best practices programming,Beginner,10,4.5,Prof. J. Mehta,"Learn Go through a best practices focused course, covering key concepts in Programming.",27782,1999,French,"mentor-support, trending, industry-recognized",[]
556,"Recommendation Systems - Hands-on Project (Crash Course, Udemy)",AI Specialized,recommendation systems hands on project ai specialized,Advanced,10,4.9,Ms. P. Nair,"Learn Recommendation Systems through a hands-on project focused course, covering key concepts in AI Specialized.",1829,1999,Spanish,"project-based, beginner-friendly, certificate, industry-recognized",[376]
557,"Seaborn - Basics (Self-Paced, Pluralsight)",Data Visualization,seaborn basics data visualization,Beginner,2,3.7,Prof. M. Khan,"Learn Seaborn through a basics focused course, covering key concepts in Data Visualization.",6848,2999,Hindi,"quiz-included, industry-recognized",[]
558,"Power BI - Advanced Dashboards (Self-Paced, LinkedIn Learning)",Data Visualization,power bi advanced dashboards data visualization,Advanced,15,3.9,Dr. L. Fernandes,"Learn Power BI through a advanced dashboards focused course, covering key concepts in Data Visualization.",8345,0,French,"industry-recognized, project-based, mentor-support, trending",[611]
559,"Exploratory Data Analysis - Real World Case Studies (Live Cohort, LinkedIn Learning)",Data Science,exploratory data analysis real world case studies data science,Advanced,25,3.8,Dr. A. Sharma,"Learn Exploratory Data Analysis through a real world case studies focused course, covering key concepts in Data Science.",28717,999,English + Hindi Subtitles,"job-ready, beginner-friendly, in-demand",[812]
560,"A/B Testing - Intermediate Techniques (Live Cohort, edX)",Data Science,a/b testing intermediate techniques data science,Advanced,30,3.6,Dr. A. Sharma,"Learn A/B Testing through a intermediate techniques focused course, covering key concepts in Data Science.",40994,499,English,"certificate, industry-recognized, in-demand",[1282]
561,"Infrastructure as Code - Production Deployment (Project-Based, LinkedIn Learning)",Cloud & DevOps,infrastructure as code production deployment cloud & devops,Advanced,8,4.0,Prof. J. Mehta,"Learn Infrastructure as Code through a production deployment focused course, covering key concepts in Cloud & DevOps.",42099,999,Hindi,"mentor-support, certificate, industry-recognized, trending","[841, 1540]"
562,"AWS - Production Deployment (Live Cohort, Coursera)",Cloud & DevOps,aws production deployment cloud & devops,Intermediate,15,4.8,Prof. M. Khan,"Learn AWS through a production deployment focused course, covering key concepts in Cloud & DevOps.",12377,1499,English,"quiz-included, trending, certificate","[1211, 1290]"
563,"Reinforcement Learning - Advanced Architectures (Live Cohort, Coursera)",Deep Learning,reinforcement learning advanced architectures deep learning,Advanced,12,4.7,Dr. A. Sharma,"Learn Reinforcement Learning through a advanced architectures focused course, covering key concepts in Deep Learning.",11001,2499,English + Hindi Subtitles,"job-ready, beginner-friendly, project-based","[1963, 2015]"
564,"Kotlin - Functional Programming (Crash Course, DataCamp)",Programming,kotlin functional programming programming,Beginner,30,3.6,Prof. M. Khan,"Learn Kotlin through a functional programming focused course, covering key concepts in Programming.",42767,0,Hindi,"project-based, in-demand, hands-on, mentor-support",[]
565,"Redis - Performance Tuning (Live Cohort, DataCamp)",Databases,redis performance tuning databases,Advanced,15,4.1,Prof. R. Iyer,"Learn Redis through a performance tuning focused course, covering key concepts in Databases.",30954,3999,English,"beginner-friendly, project-based, hands-on, trending",[1259]
566,"Java - Concurrency (Live Cohort, DataCamp)",Programming,java concurrency programming,Advanced,2,4.8,Mr. T. Singh,"Learn Java through a concurrency focused course, covering key concepts in Programming.",36270,999,English,"certificate, job-ready, project-based",[892]
567,"Discrete Mathematics - Fundamentals (Crash Course, Pluralsight)",Statistics & Math,discrete mathematics fundamentals statistics & math,Beginner,15,4.3,Prof. R. Iyer,"Learn Discrete Mathematics through a fundamentals focused course, covering key concepts in Statistics & Math.",14992,2499,French,"mentor-support, in-demand",[]
568,"Python - Basics (Crash Course, Pluralsight)",Programming,python basics programming,Beginner,10,4.3,Prof. J. Mehta,"Learn Python through a basics focused course, covering key concepts in Programming.",43611,4999,French,"in-demand, mentor-support",[]
569,"Terraform - Advanced Configuration (Live Cohort, edX)",Cloud & DevOps,terraform advanced configuration cloud & devops,Advanced,30,4.3,Dr. N. Rao,"Learn Terraform through a advanced configuration focused course, covering key concepts in Cloud & DevOps.",33358,2999,French,"certificate, quiz-included, trending",[1131]
570,"Tableau - Intermediate Techniques (Self-Paced, Pluralsight)",Data Visualization,tableau intermediate techniques data visualization,Advanced,10,5.0,Dr. A. Sharma,"Learn Tableau through a intermediate techniques focused course, covering key concepts in Data Visualization.",7401,499,French,"in-demand, beginner-friendly","[1960, 2035]"
571,"Data Wrangling - Intermediate Techniques (Self-Paced, Pluralsight)",Data Science,data wrangling intermediate techniques data science,Beginner,20,5.0,Mr. S. Gupta,"Learn Data Wrangling through a intermediate techniques focused course, covering key concepts in Data Science.",45827,2999,English,"certificate, in-demand, job-ready",[]
572,"Data Wrangling - Industry Applications (Live Cohort, Pluralsight)",Data Science,data wrangling industry applications data science,Beginner,15,4.5,Dr. A. Sharma,"Learn Data Wrangling through a industry applications focused course, covering key concepts in Data Science.",15031,4999,French,"industry-recognized, mentor-support, quiz-included",[]
573,"Data Warehousing - Basics (Crash Course, edX)",Databases,data warehousing basics databases,Beginner,8,4.1,Ms. K. Verma,"Learn Data Warehousing through a basics focused course, covering key concepts in Databases.",6704,4999,French,"quiz-included, in-demand, hands-on",[]
574,"AutoML - Hands-on Project (Crash Course, edX)",Machine Learning,automl hands on project machine learning,Intermediate,20,3.5,Dr. A. Sharma,"Learn AutoML through a hands-on project focused course, covering key concepts in Machine Learning.",39086,1999,Hindi,"trending, project-based, beginner-friendly",[586]
575,"Clustering - Real World Case Studies (Project-Based, Coursera)",Machine Learning,clustering real world case studies machine learning,Beginner,10,4.9,Ms. P. Nair,"Learn Clustering through a real world case studies focused course, covering key concepts in Machine Learning.",44872,1999,French,"mentor-support, in-demand, job-ready, industry-recognized",[]
576,"Python - Algorithms (Live Cohort, Coursera)",Programming,python algorithms programming,Beginner,12,4.7,Dr. N. Rao,"Learn Python through a algorithms focused course, covering key concepts in Programming.",10755,0,English + Hindi Subtitles,"mentor-support, quiz-included, job-ready",[]
577,"A/B Testing - Fundamentals (Live Cohort, Pluralsight)",Data Science,a/b testing fundamentals data science,Beginner,20,4.0,Dr. A. Sharma,"Learn A/B Testing through a fundamentals focused course, covering key concepts in Data Science.",37584,3999,English + Hindi Subtitles,"industry-recognized, in-demand, hands-on",[]
578,"NoSQL - Intermediate Queries (Crash Course, DataCamp)",Databases,nosql intermediate queries databases,Intermediate,6,3.9,Prof. M. Khan,"Learn NoSQL through a intermediate queries focused course, covering key concepts in Databases.",17064,2999,Spanish,"beginner-friendly, mentor-support","[481, 1950]"
579,"Node.js - Best Practices (Live Cohort, LinkedIn Learning)",Web Development,node.js best practices web development,Intermediate,10,3.6,Ms. P. Nair,"Learn Node.js through a best practices focused course, covering key concepts in Web Development.",41609,2499,French,"quiz-included, industry-recognized, hands-on, job-ready",[1219]
580,"Tableau - Intermediate Techniques (Crash Course, DataCamp)",Data Visualization,tableau intermediate techniques data visualization,Advanced,15,3.7,Ms. K. Verma,"Learn Tableau through a intermediate techniques focused course, covering key concepts in Data Visualization.",7910,999,Hindi,"beginner-friendly, job-ready, mentor-support",[652]
581,"Classification - Hands-on Project (Project-Based, Pluralsight)",Machine Learning,classification hands on project machine learning,Intermediate,20,4.0,Ms. K. Verma,"Learn Classification through a hands-on project focused course, covering key concepts in Machine Learning.",20859,499,Spanish,"certificate, in-demand",[1872]
582,"NumPy - Hands-on Project (Project-Based, edX)",Data Science,numpy hands on project data science,Beginner,10,4.6,Prof. R. Iyer,"Learn NumPy through a hands-on project focused course, covering key concepts in Data Science.",6198,2499,French,"trending, in-demand, mentor-support",[]
583,"Redis - Performance Tuning (Self-Paced, DataCamp)",Databases,redis performance tuning databases,Beginner,2,4.6,Dr. L. Fernandes,"Learn Redis through a performance tuning focused course, covering key concepts in Databases.",1133,499,Spanish,"trending, mentor-support, job-ready, quiz-included",[]
584,"Freelancing - Best Practices (Self-Paced, Coursera)",Career Skills,freelancing best practices career skills,Intermediate,25,3.7,Prof. R. Iyer,"Learn Freelancing through a best practices focused course, covering key concepts in Career Skills.",11480,2499,Spanish,"project-based, job-ready",[384]
585,"Docker - Introduction (Crash Course, Pluralsight)",Cloud & DevOps,docker introduction cloud & devops,Beginner,6,5.0,Ms. P. Nair,"Learn Docker through a introduction focused course, covering key concepts in Cloud & DevOps.",17393,999,Spanish,"beginner-friendly, certificate",[]
586,"Classification - Hands-on Project (Project-Based, LinkedIn Learning)",Machine Learning,classification hands on project machine learning,Beginner,2,3.8,Dr. N. Rao,"Learn Classification through a hands-on project focused course, covering key concepts in Machine Learning.",15145,3999,English + Hindi Subtitles,"mentor-support, quiz-included",[]
587,"Interview Preparation - Practical Guide (Project-Based, Pluralsight)",Career Skills,interview preparation practical guide career skills,Advanced,30,4.6,Dr. L. Fernandes,"Learn Interview Preparation through a practical guide focused course, covering key concepts in Career Skills.",3301,3999,French,"beginner-friendly, quiz-included, project-based",[193]
588,"Clustering - Fundamentals (Self-Paced, Pluralsight)",Machine Learning,clustering fundamentals machine learning,Beginner,25,3.8,Ms. K. Verma,"Learn Clustering through a fundamentals focused course, covering key concepts in Machine Learning.",8237,4999,Hindi,"quiz-included, project-based, in-demand, mentor-support",[]
589,"A/B Testing - Real World Case Studies (Project-Based, Udemy)",Data Science,a/b testing real world case studies data science,Intermediate,2,3.5,Ms. P. Nair,"Learn A/B Testing through a real world case studies focused course, covering key concepts in Data Science.",16826,1999,English + Hindi Subtitles,"job-ready, quiz-included, beginner-friendly",[1171]
590,"CNN - Case Studies (Live Cohort, LinkedIn Learning)",Deep Learning,cnn case studies deep learning,Beginner,4,3.7,Mr. S. Gupta,"Learn CNN through a case studies focused course, covering key concepts in Deep Learning.",10253,3999,English + Hindi Subtitles,"in-demand, job-ready, certificate, industry-recognized",[]
591,"Bayesian Inference - Applied Techniques (Crash Course, LinkedIn Learning)",Statistics & Math,bayesian inference applied techniques statistics & math,Intermediate,15,4.6,Mr. S. Gupta,"Learn Bayesian Inference through a applied techniques focused course, covering key concepts in Statistics & Math.",43698,1999,Hindi,"beginner-friendly, hands-on, industry-recognized","[860, 2071]"
592,"React - Full Stack Development (Self-Paced, Udemy)",Web Development,react full stack development web development,Advanced,25,4.1,Ms. K. Verma,"Learn React through a full stack development focused course, covering key concepts in Web Development.",4919,3999,English + Hindi Subtitles,"hands-on, trending, in-demand, mentor-support",[1308]
593,"Database Design - Performance Tuning (Crash Course, Coursera)",Databases,database design performance tuning databases,Beginner,30,4.7,Mr. S. Gupta,"Learn Database Design through a performance tuning focused course, covering key concepts in Databases.",2883,1999,English + Hindi Subtitles,"industry-recognized, hands-on, mentor-support, project-based",[]
594,"Rust - Functional Programming (Crash Course, Pluralsight)",Programming,rust functional programming programming,Beginner,12,4.6,Dr. L. Fernandes,"Learn Rust through a functional programming focused course, covering key concepts in Programming.",9641,1999,French,"quiz-included, industry-recognized",[]
595,"Database Design - Intermediate Queries (Project-Based, Coursera)",Databases,database design intermediate queries databases,Intermediate,2,3.6,Prof. R. Iyer,"Learn Database Design through a intermediate queries focused course, covering key concepts in Databases.",33881,499,Spanish,"job-ready, trending, project-based",[733]
596,"Model Evaluation - Advanced Techniques (Live Cohort, edX)",Machine Learning,model evaluation advanced techniques machine learning,Advanced,4,4.8,Prof. M. Khan,"Learn Model Evaluation through a advanced techniques focused course, covering key concepts in Machine Learning.",11438,1999,English + Hindi Subtitles,"quiz-included, project-based, trending",[949]
597,"Data Warehousing - Basics (Crash Course, LinkedIn Learning)",Databases,data warehousing basics databases,Beginner,15,3.6,Dr. L. Fernandes,"Learn Data Warehousing through a basics focused course, covering key concepts in Databases.",13929,4999,English + Hindi Subtitles,"certificate, job-ready, industry-recognized, trending",[]
598,"Technical Communication - Fundamentals (Project-Based, Udemy)",Career Skills,technical communication fundamentals career skills,Beginner,25,3.7,Prof. M. Khan,"Learn Technical Communication through a fundamentals focused course, covering key concepts in Career Skills.",15939,499,Hindi,"job-ready, trending, project-based, mentor-support",[]
599,"Kubernetes - Advanced Configuration (Crash Course, edX)",Cloud & DevOps,kubernetes advanced configuration cloud & devops,Advanced,15,4.7,Prof. J. Mehta,"Learn Kubernetes through a advanced configuration focused course, covering key concepts in Cloud & DevOps.",38113,2999,French,"trending, beginner-friendly, hands-on, in-demand",[923]
600,"Go - Data Structures (Crash Course, LinkedIn Learning)",Programming,go data structures programming,Intermediate,20,4.4,Ms. K. Verma,"Learn Go through a data structures focused course, covering key concepts in Programming.",31564,499,English + Hindi Subtitles,"beginner-friendly, project-based, mentor-support","[1229, 1730]"
601,"Go - Best Practices (Crash Course, Pluralsight)",Programming,go best practices programming,Beginner,2,4.7,Prof. J. Mehta,"Learn Go through a best practices focused course, covering key concepts in Programming.",35568,2999,English + Hindi Subtitles,"project-based, beginner-friendly",[]
602,"FastAPI - Advanced Patterns (Self-Paced, Udemy)",Web Development,fastapi advanced patterns web development,Advanced,25,4.5,Prof. J. Mehta,"Learn FastAPI through a advanced patterns focused course, covering key concepts in Web Development.",29610,999,French,"industry-recognized, certificate",[1901]
603,"Team Collaboration - Best Practices (Live Cohort, Pluralsight)",Career Skills,team collaboration best practices career skills,Beginner,4,5.0,Dr. L. Fernandes,"Learn Team Collaboration through a best practices focused course, covering key concepts in Career Skills.",32915,0,Spanish,"in-demand, industry-recognized",[]
604,"Infrastructure as Code - Fundamentals (Self-Paced, Pluralsight)",Cloud & DevOps,infrastructure as code fundamentals cloud & devops,Beginner,6,4.3,Dr. L. Fernandes,"Learn Infrastructure as Code through a fundamentals focused course, covering key concepts in Cloud & DevOps.",3385,4999,Hindi,"beginner-friendly, certificate",[]
605,"Rust - Testing and Debugging (Crash Course, DataCamp)",Programming,rust testing and debugging programming,Beginner,4,3.5,Mr. S. Gupta,"Learn Rust through a testing and debugging focused course, covering key concepts in Programming.",11666,0,English,"trending, mentor-support",[]
606,"GraphQL - Best Practices (Live Cohort, Coursera)",Web Development,graphql best practices web development,Intermediate,15,4.1,Dr. A. Sharma,"Learn GraphQL through a best practices focused course, covering key concepts in Web Development.",2103,4999,French,"trending, job-ready, mentor-support, hands-on",[746]
607,"NumPy - Real World Case Studies (Project-Based, Coursera)",Data Science,numpy real world case studies data science,Beginner,25,3.6,Dr. N. Rao,"Learn NumPy through a real world case studies focused course, covering key concepts in Data Science.",12559,2499,Spanish,"project-based, hands-on",[]
608,"Kotlin - Object Oriented Programming (Crash Course, LinkedIn Learning)",Programming,kotlin object oriented programming programming,Advanced,8,4.8,Dr. N. Rao,"Learn Kotlin through a object oriented programming focused course, covering key concepts in Programming.",21077,1499,English,"trending, hands-on, job-ready, beginner-friendly",[523]
609,"A/B Testing - Hands-on Project (Self-Paced, Udemy)",Data Science,a/b testing hands on project data science,Intermediate,25,4.5,Mr. S. Gupta,"Learn A/B Testing through a hands-on project focused course, covering key concepts in Data Science.",20784,1999,Spanish,"quiz-included, certificate, hands-on, job-ready",[992]
610,"Data Mining - Real World Case Studies (Live Cohort, Udemy)",Data Science,data mining real world case studies data science,Beginner,2,4.2,Ms. P. Nair,"Learn Data Mining through a real world case studies focused course, covering key concepts in Data Science.",12102,0,English + Hindi Subtitles,"quiz-included, mentor-support, job-ready",[]
611,"D3.js - Basics (Self-Paced, Coursera)",Data Visualization,d3.js basics data visualization,Beginner,4,4.0,Dr. A. Sharma,"Learn D3.js through a basics focused course, covering key concepts in Data Visualization.",28717,2999,Spanish,"project-based, certificate, trending",[]
612,"Unsupervised Learning - Advanced Techniques (Project-Based, edX)",Machine Learning,unsupervised learning advanced techniques machine learning,Advanced,15,4.9,Dr. N. Rao,"Learn Unsupervised Learning through a advanced techniques focused course, covering key concepts in Machine Learning.",5821,499,Hindi,"hands-on, job-ready, quiz-included",[1280]
613,"Time Series Analysis - Advanced Theory (Crash Course, DataCamp)",Statistics & Math,time series analysis advanced theory statistics & math,Advanced,15,4.4,Prof. J. Mehta,"Learn Time Series Analysis through a advanced theory focused course, covering key concepts in Statistics & Math.",17770,3999,English,"in-demand, hands-on, quiz-included, mentor-support",[1562]
614,"Kotlin - Data Structures (Live Cohort, DataCamp)",Programming,kotlin data structures programming,Advanced,8,4.1,Dr. L. Fernandes,"Learn Kotlin through a data structures focused course, covering key concepts in Programming.",13408,1999,French,"mentor-support, trending","[55, 1246]"
615,"AutoML - Hands-on Project (Self-Paced, Pluralsight)",Machine Learning,automl hands on project machine learning,Advanced,30,4.3,Ms. P. Nair,"Learn AutoML through a hands-on project focused course, covering key concepts in Machine Learning.",10590,2999,French,"hands-on, trending, industry-recognized",[1488]
616,"Database Optimization - Basics (Project-Based, LinkedIn Learning)",Databases,database optimization basics databases,Beginner,25,4.2,Dr. L. Fernandes,"Learn Database Optimization through a basics focused course, covering key concepts in Databases.",34231,499,Spanish,"job-ready, certificate, quiz-included, hands-on",[]
617,"Autoencoders - Fundamentals (Project-Based, LinkedIn Learning)",Deep Learning,autoencoders fundamentals deep learning,Beginner,12,4.7,Ms. P. Nair,"Learn Autoencoders through a fundamentals focused course, covering key concepts in Deep Learning.",11986,2499,Spanish,"in-demand, job-ready",[]
618,"Exploratory Data Analysis - Industry Applications (Project-Based, Coursera)",Data Science,exploratory data analysis industry applications data science,Intermediate,2,4.5,Mr. S. Gupta,"Learn Exploratory Data Analysis through a industry applications focused course, covering key concepts in Data Science.",8440,0,English,"mentor-support, quiz-included","[712, 1260]"
619,"Ruby - Testing and Debugging (Project-Based, Udemy)",Programming,ruby testing and debugging programming,Intermediate,25,4.4,Ms. K. Verma,"Learn Ruby through a testing and debugging focused course, covering key concepts in Programming.",25062,0,English + Hindi Subtitles,"trending, hands-on",[1639]
620,"Linear Algebra - Fundamentals (Live Cohort, Udemy)",Statistics & Math,linear algebra fundamentals statistics & math,Beginner,30,4.1,Ms. K. Verma,"Learn Linear Algebra through a fundamentals focused course, covering key concepts in Statistics & Math.",4923,3999,English + Hindi Subtitles,"trending, quiz-included, certificate",[]
621,"Speech Recognition - Fundamentals (Crash Course, DataCamp)",AI Specialized,speech recognition fundamentals ai specialized,Beginner,20,4.2,Dr. N. Rao,"Learn Speech Recognition through a fundamentals focused course, covering key concepts in AI Specialized.",46422,499,Hindi,"project-based, mentor-support, beginner-friendly",[]
622,"Unsupervised Learning - Optimization Strategies (Crash Course, Udemy)",Machine Learning,unsupervised learning optimization strategies machine learning,Advanced,4,4.3,Dr. L. Fernandes,"Learn Unsupervised Learning through a optimization strategies focused course, covering key concepts in Machine Learning.",9630,1999,English,"in-demand, mentor-support, beginner-friendly, industry-recognized","[1321, 1440]"
623,"TypeScript - Functional Programming (Project-Based, Udemy)",Programming,typescript functional programming programming,Intermediate,6,3.7,Prof. J. Mehta,"Learn TypeScript through a functional programming focused course, covering key concepts in Programming.",31445,2499,French,"certificate, job-ready, hands-on, mentor-support",[1716]
624,"GraphQL - Advanced Patterns (Crash Course, Coursera)",Web Development,graphql advanced patterns web development,Advanced,10,4.6,Prof. M. Khan,"Learn GraphQL through a advanced patterns focused course, covering key concepts in Web Development.",17608,999,English,"quiz-included, project-based, in-demand, industry-recognized","[288, 501]"
625,"Unsupervised Learning - Introduction (Self-Paced, edX)",Machine Learning,unsupervised learning introduction machine learning,Beginner,2,4.0,Dr. L. Fernandes,"Learn Unsupervised Learning through a introduction focused course, covering key concepts in Machine Learning.",8434,0,French,"beginner-friendly, quiz-included",[]
626,"Flask - Best Practices (Live Cohort, edX)",Web Development,flask best practices web development,Intermediate,2,4.6,Dr. A. Sharma,"Learn Flask through a best practices focused course, covering key concepts in Web Development.",48274,0,English,"mentor-support, industry-recognized, quiz-included, trending","[1240, 1840]"
627,"Autoencoders - Fundamentals (Crash Course, Coursera)",Deep Learning,autoencoders fundamentals deep learning,Beginner,10,4.9,Mr. T. Singh,"Learn Autoencoders through a fundamentals focused course, covering key concepts in Deep Learning.",11401,1499,Hindi,"job-ready, beginner-friendly, trending",[]
628,"Neural Networks - Foundations (Crash Course, edX)",Deep Learning,neural networks foundations deep learning,Advanced,30,4.0,Dr. N. Rao,"Learn Neural Networks through a foundations focused course, covering key concepts in Deep Learning.",481,0,English,"trending, in-demand, beginner-friendly",[438]
629,"Project Management - Best Practices (Live Cohort, DataCamp)",Career Skills,project management best practices career skills,Beginner,10,4.6,Mr. S. Gupta,"Learn Project Management through a best practices focused course, covering key concepts in Career Skills.",6054,999,Spanish,"mentor-support, trending",[]
630,"Kotlin - Concurrency (Crash Course, LinkedIn Learning)",Programming,kotlin concurrency programming,Intermediate,2,4.2,Dr. A. Sharma,"Learn Kotlin through a concurrency focused course, covering key concepts in Programming.",23181,4999,English,"certificate, quiz-included","[1871, 1935]"
631,"Seaborn - Intermediate Techniques (Self-Paced, LinkedIn Learning)",Data Visualization,seaborn intermediate techniques data visualization,Beginner,30,3.8,Mr. T. Singh,"Learn Seaborn through a intermediate techniques focused course, covering key concepts in Data Visualization.",7307,499,English + Hindi Subtitles,"mentor-support, certificate",[]
632,"Unsupervised Learning - Advanced Techniques (Self-Paced, LinkedIn Learning)",Machine Learning,unsupervised learning advanced techniques machine learning,Advanced,2,4.6,Mr. S. Gupta,"Learn Unsupervised Learning through a advanced techniques focused course, covering key concepts in Machine Learning.",29024,0,French,"industry-recognized, hands-on",[2097]
633,"Exploratory Data Analysis - Industry Applications (Project-Based, Pluralsight)",Data Science,exploratory data analysis industry applications data science,Beginner,20,3.6,Ms. P. Nair,"Learn Exploratory Data Analysis through a industry applications focused course, covering key concepts in Data Science.",39055,2499,English,"job-ready, project-based",[]
634,"JavaScript - Functional Programming (Live Cohort, Pluralsight)",Programming,javascript functional programming programming,Advanced,4,4.8,Prof. J. Mehta,"Learn JavaScript through a functional programming focused course, covering key concepts in Programming.",20614,4999,English + Hindi Subtitles,"project-based, industry-recognized, beginner-friendly, mentor-support",[1319]
635,"JavaScript - Advanced Concepts (Project-Based, LinkedIn Learning)",Programming,javascript advanced concepts programming,Advanced,25,4.2,Prof. J. Mehta,"Learn JavaScript through a advanced concepts focused course, covering key concepts in Programming.",36544,1499,Spanish,"beginner-friendly, project-based, trending",[1462]
636,"JavaScript - Functional Programming (Live Cohort, DataCamp)",Programming,javascript functional programming programming,Intermediate,4,4.1,Prof. R. Iyer,"Learn JavaScript through a functional programming focused course, covering key concepts in Programming.",41071,4999,Hindi,"industry-recognized, project-based, certificate",[192]
637,"D3.js - Intermediate Techniques (Project-Based, Pluralsight)",Data Visualization,d3.js intermediate techniques data visualization,Beginner,4,3.6,Prof. M. Khan,"Learn D3.js through a intermediate techniques focused course, covering key concepts in Data Visualization.",3125,999,English + Hindi Subtitles,"in-demand, mentor-support, industry-recognized, quiz-included",[]
638,"Regression Analysis - Practical Examples (Project-Based, Coursera)",Statistics & Math,regression analysis practical examples statistics & math,Beginner,4,4.2,Dr. N. Rao,"Learn Regression Analysis through a practical examples focused course, covering key concepts in Statistics & Math.",14131,2499,Spanish,"trending, industry-recognized, quiz-included",[]
639,"Transfer Learning - Practical Applications (Self-Paced, Pluralsight)",Deep Learning,transfer learning practical applications deep learning,Beginner,15,4.3,Ms. P. Nair,"Learn Transfer Learning through a practical applications focused course, covering key concepts in Deep Learning.",18041,4999,Spanish,"mentor-support, job-ready",[]
640,"Pandas - Best Practices (Crash Course, LinkedIn Learning)",Data Science,pandas best practices data science,Beginner,30,4.3,Dr. N. Rao,"Learn Pandas through a best practices focused course, covering key concepts in Data Science.",19782,4999,French,"trending, project-based",[]
641,"Infrastructure as Code - Hands-on Practice (Project-Based, DataCamp)",Cloud & DevOps,infrastructure as code hands on practice cloud & devops,Beginner,12,4.7,Ms. P. Nair,"Learn Infrastructure as Code through a hands-on practice focused course, covering key concepts in Cloud & DevOps.",41478,1999,Spanish,"trending, hands-on",[]
642,"Classification - Fundamentals (Self-Paced, Pluralsight)",Machine Learning,classification fundamentals machine learning,Beginner,12,4.0,Mr. T. Singh,"Learn Classification through a fundamentals focused course, covering key concepts in Machine Learning.",29269,1999,English,"quiz-included, job-ready, in-demand",[]
643,"Classification - Fundamentals (Crash Course, edX)",Machine Learning,classification fundamentals machine learning,Beginner,12,3.6,Ms. P. Nair,"Learn Classification through a fundamentals focused course, covering key concepts in Machine Learning.",10600,1499,French,"hands-on, in-demand",[]
644,"Ruby - Advanced Concepts (Project-Based, Udemy)",Programming,ruby advanced concepts programming,Advanced,12,4.9,Prof. M. Khan,"Learn Ruby through a advanced concepts focused course, covering key concepts in Programming.",7171,0,Spanish,"project-based, hands-on, certificate, job-ready",[1818]
645,"AWS - Fundamentals (Live Cohort, DataCamp)",Cloud & DevOps,aws fundamentals cloud & devops,Beginner,4,4.9,Prof. R. Iyer,"Learn AWS through a fundamentals focused course, covering key concepts in Cloud & DevOps.",30473,4999,Spanish,"in-demand, hands-on",[]
646,"Infrastructure as Code - Best Practices (Live Cohort, Pluralsight)",Cloud & DevOps,infrastructure as code best practices cloud & devops,Beginner,12,4.7,Mr. T. Singh,"Learn Infrastructure as Code through a best practices focused course, covering key concepts in Cloud & DevOps.",44844,2999,English,"beginner-friendly, in-demand, hands-on, industry-recognized",[]
647,"Neural Networks - Practical Applications (Self-Paced, Coursera)",Deep Learning,neural networks practical applications deep learning,Advanced,30,4.1,Mr. S. Gupta,"Learn Neural Networks through a practical applications focused course, covering key concepts in Deep Learning.",20802,1999,English,"beginner-friendly, hands-on, certificate, quiz-included","[751, 1719]"
648,"Python - Design Patterns (Project-Based, LinkedIn Learning)",Programming,python design patterns programming,Beginner,6,4.2,Prof. M. Khan,"Learn Python through a design patterns focused course, covering key concepts in Programming.",37236,2499,English,"beginner-friendly, mentor-support",[]
649,"Seaborn - Best Practices (Self-Paced, LinkedIn Learning)",Data Visualization,seaborn best practices data visualization,Advanced,2,3.6,Prof. R. Iyer,"Learn Seaborn through a best practices focused course, covering key concepts in Data Visualization.",22252,1499,Hindi,"in-demand, project-based, job-ready",[367]
650,"Computer Vision - Case Studies (Self-Paced, DataCamp)",AI Specialized,computer vision case studies ai specialized,Advanced,30,4.0,Mr. T. Singh,"Learn Computer Vision through a case studies focused course, covering key concepts in AI Specialized.",18665,0,Spanish,"job-ready, industry-recognized","[118, 2017]"
